field,classification,recommendation,sample_nonnull_pct,sample_unique_values,sample_bytes_100_trades,prod_read_count,prod_write_count,read_files,write_files,string_ref_files
entryResearchStatus,REVIEW,,100.0,1,4900,0,3,,src/app/LongLabApp.jsx | src/research/buildLongEntryResearchSnapshot.js,src/export/longTradeExportSchema.js | src/filters/longFilterSnapshot.js | src/safety/assertEntrySnapshotConsistency.js
profitLockCrossToLocalDetectionLatencyMs,REVIEW,,28.0,2,4816,0,2,,src/fees/profitLockTelemetry.js | src/lifecycle/profitLockProtection.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
longMicroContextLabel,REVIEW,,100.0,1,4700,0,1,,src/marketRegime/normalizeLongMarketContext.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
eliteCleanComboStackWouldAllowLogOnly,REVIEW,,100.0,2,4695,0,1,,src/research/longEvidenceSemantics.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
profitLockSimulatedOrderId,REVIEW,,47.0,48,4582,0,2,,src/lifecycle/profitLockProtection.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
profitLockRecommendedActionLogOnly,REVIEW,,27.0,4,4558,0,2,,src/fees/profitLockTelemetry.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
longCandidateRunnerFeatureCoveragePct,REVIEW,,100.0,1,4500,0,2,,src/scoring/longCandidateRunner/longCandidateRunner.scorer.js,src/export/longTradeExportSchema.js
tradeSchemaVersion,REVIEW,,100.0,1,4500,0,2,,src/research/buildLongEntryResearchSnapshot.js | src/research/longResearchSchemaVersions.js,src/export/longBatchExport.js | src/export/longTradeExportSchema.js
entrySnapshotRequiredFieldsComplete,REVIEW,,100.0,1,4400,0,1,,src/research/entrySnapshotProvenance.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
profitLockFloorEnforcementAttempted,REVIEW,,32.0,2,4400,0,1,,src/fees/profitLockTelemetry.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
stackedCleanComboWouldAllowLogOnly,REVIEW,,100.0,2,4392,0,1,,src/research/longEvidenceSemantics.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
profitLockLocalTriggerDetectedAt,REVIEW,,32.0,32,4388,0,1,,src/lifecycle/profitLockProtection.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
positionLifecycleContinuesAfterRun,REVIEW,,0.0,1,4300,0,1,,src/app/LongLabApp.jsx,src/export/longTradeExportSchema.js
profitLockCrossTimePrecision,REVIEW,,32.0,3,4280,0,1,,src/lifecycle/profitLockProtection.js,src/export/longTradeExportSchema.js
longEligibilityTierV2,REVIEW,,100.0,1,4200,0,1,,src/research/longEvidenceSemantics.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
cleanComboStackWouldAllowLogOnly,REVIEW,,100.0,2,4188,0,1,,src/research/longEvidenceSemantics.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
entryResearchComputedAt,REVIEW,,100.0,100,4100,0,1,,src/research/buildLongEntryResearchSnapshot.js,src/export/longTradeExportSchema.js
entrySnapshotCapturedAt,REVIEW,,100.0,100,4100,0,1,,src/research/entrySnapshotProvenance.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
profitLockEmergencyFallbackUsed,REVIEW,,100.0,2,4070,0,3,,src/app/LongLabApp.jsx | src/lifecycle/profitLockProtection.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
positionLifecycleFallbackReason,REVIEW,,0.0,1,4000,0,1,,src/app/LongLabApp.jsx,src/export/longTradeExportSchema.js
profitLockPnlAtFloorBreach,REVIEW,,32.0,33,3935,0,1,,src/lifecycle/profitLockProtection.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
autoEndUsedEntryPriceFallback,REVIEW,,100.0,1,3900,0,2,,src/lifecycle/tradeFinalization.js | src/migrations/migrateLongTradeRecord.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
longPostFee10FeatureCoveragePct,REVIEW,,100.0,1,3900,0,2,,src/scoring/longPostFee10/longPostFee10.scorer.js,src/export/longTradeExportSchema.js
longCandidateRunnerWouldBlock,REVIEW,,100.0,2,3890,0,2,,src/scoring/longCandidateRunner/longCandidateRunner.scorer.js,src/export/longTradeExportSchema.js
profitLockProtectionRequested,REVIEW,,100.0,2,3853,0,2,,src/lifecycle/profitLockProtection.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
independentNegativeEvidenceCount,REVIEW,,100.0,3,3800,0,1,,src/research/longEvidenceSemantics.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
independentPositiveEvidenceCount,REVIEW,,100.0,4,3800,0,1,,src/research/longEvidenceSemantics.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
longCandidateRunnerVerdict,REVIEW,,100.0,3,3800,0,2,,src/scoring/longCandidateRunner/longCandidateRunner.scorer.js,src/export/longTradeExportSchema.js
positionLifecycleSymbolTickAgeMs,REVIEW,,100.0,1,3800,0,2,,src/app/LongLabApp.jsx,src/export/longTradeExportSchema.js
profitLockObservedFillPrice,REVIEW,,32.0,33,3754,0,1,,src/fees/profitLockTelemetry.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
longShadowRequiredCoveragePct,REVIEW,,100.0,1,3700,0,1,,src/research/buildLongEntryResearchSnapshot.js,src/export/longTradeExportSchema.js | src/filters/longFilterSnapshot.js
profitLockSlippageMarginPct,REVIEW,,32.0,33,3693,0,1,,src/fees/profitLockTelemetry.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
profitLockEnforcementFailed,REVIEW,,100.0,2,3668,0,3,,src/app/LongLabApp.jsx | src/lifecycle/profitLockProtection.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
profitLockSlippagePricePct,REVIEW,,32.0,33,3656,0,1,,src/fees/profitLockTelemetry.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
profitLockOrderAcknowledged,REVIEW,,100.0,2,3653,0,2,,src/lifecycle/profitLockProtection.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
entrySnapshotCompletenessPct,REVIEW,,100.0,1,3600,0,1,,src/research/entrySnapshotProvenance.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
positiveEvidenceFamilies,REVIEW,,100.0,7,3538,0,1,,src/research/longEvidenceSemantics.js,src/export/longBatchExport.js | src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
finalPriceValidationPassed,REVIEW,,100.0,1,3500,0,2,,src/lifecycle/tradeFinalization.js | src/migrations/migrateLongTradeRecord.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
profitLockCrossDetectedAt,REVIEW,,2.0,3,3418,0,1,,src/fees/profitLockTelemetry.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
bestDnaLongScoreV2ShadowRaw,REVIEW,,100.0,48,3413,0,1,,src/audits/bestDnaLongAuditV2.js,src/export/longTradeExportSchema.js
priceIntegrityFailureCode,REVIEW,,0.0,1,3400,0,1,,src/migrations/migrateLongTradeRecord.js,src/export/longTradeExportSchema.js
sourceRunCompletionReason,REVIEW,,0.0,1,3400,0,1,,src/app/LongLabApp.jsx,src/export/longTradeExportSchema.js
negativeEvidenceFamilies,REVIEW,,100.0,3,3399,0,1,,src/research/longEvidenceSemantics.js,src/export/longBatchExport.js | src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
profitLockOrderSubmitted,REVIEW,,100.0,2,3353,0,2,,src/lifecycle/profitLockProtection.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
profitLockFloorPreserved,REVIEW,,32.0,2,3332,0,3,,src/app/LongLabApp.jsx | src/lifecycle/profitLockProtection.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
profitLockCrossFromPrice,REVIEW,,2.0,3,3306,0,1,,src/fees/profitLockTelemetry.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
marketPriceStreamHealthy,REVIEW,,100.0,1,3300,0,2,,src/app/LongLabApp.jsx,src/export/longTradeExportSchema.js
priceTickSchemaValidated,REVIEW,,100.0,1,3300,0,1,,src/app/LongLabApp.jsx,src/export/longTradeExportSchema.js
longAtrMicroUpQualified,REVIEW,,100.0,2,3290,0,1,,src/research/longEvidenceSemantics.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
profitLockTriggerPrice,REVIEW,,32.0,33,3282,0,1,,src/fees/profitLockTelemetry.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
profitLockCrossDetected,REVIEW,,80.0,3,3278,0,1,,src/fees/profitLockTelemetry.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
longAtrQualityQualified,REVIEW,,100.0,2,3274,0,1,,src/research/longEvidenceSemantics.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
finalPriceFallbackUsed,REVIEW,,100.0,1,3200,0,1,,src/lifecycle/tradeFinalization.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
profitLockOrderResting,REVIEW,,100.0,2,3153,0,2,,src/lifecycle/profitLockProtection.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
profitLockCrossToPrice,REVIEW,,2.0,3,3105,0,1,,src/fees/profitLockTelemetry.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
longShadowUnknownReasons,REVIEW,,100.0,1,3100,0,1,,src/research/buildLongEntryResearchSnapshot.js,src/export/longTradeExportSchema.js | src/filters/FiltersTab.jsx | src/filters/longFilterSnapshot.js
longQualityTierV2,REVIEW,,100.0,5,3021,0,1,,src/research/longEvidenceSemantics.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
highestAntiSeverity,REVIEW,,100.0,2,3000,0,1,,src/research/longEvidenceSemantics.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
longMarketBreadthScore,REVIEW,,100.0,1,3000,0,5,,src/marketRegime/longMarketBreadthLogOnly.js,src/export/longTradeExportSchema.js
longMarketContextScore,REVIEW,,100.0,2,3000,0,1,,src/marketRegime/normalizeLongMarketContext.js,src/export/longTradeExportSchema.js
sourceRunCompletedAt,REVIEW,,0.0,1,2900,0,1,,src/app/LongLabApp.jsx,src/export/longTradeExportSchema.js
longAesV2RawUtility,REVIEW,,100.0,98,2890,0,1,,src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.v2Shadow.js,src/export/longTradeExportSchema.js
cvdOverrideApplied,REVIEW,,100.0,2,2798,0,1,,src/research/longEvidenceSemantics.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
evidenceConflictCount,REVIEW,,100.0,1,2700,0,1,,src/research/longEvidenceSemantics.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
sourceRunCompleted,REVIEW,,0.0,1,2700,0,1,,src/app/LongLabApp.jsx,src/export/longTradeExportSchema.js
cvdOverrideReason,REVIEW,,2.0,2,2652,0,1,,src/research/longEvidenceSemantics.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
entrySource,REVIEW,,100.0,1,2600,0,3,,src/aesDiscovery/aesDiscoveryShadowEngine.js | src/app/LongLabApp.jsx,src/export/longTradeExportSchema.js
antiSeverityCounts,REVIEW,,100.0,3,2556,0,2,,src/migrations/migrateLongTradeRecord.js | src/research/longEvidenceSemantics.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
longAesV2DeltaVsV1,REVIEW,,100.0,25,2448,0,1,,src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.v2Shadow.js,src/export/longTradeExportSchema.js
finalPriceFresh,REVIEW,,100.0,1,2400,0,1,,src/lifecycle/tradeFinalization.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
finalPriceAgeMs,REVIEW,,100.0,82,2376,0,1,,src/lifecycle/tradeFinalization.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
bestDnaV2MinusV1,REVIEW,,100.0,56,2297,0,1,,src/research/buildLongEntryResearchSnapshot.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
longAesConfidenceDistinctValueCountAtRun,UNIMPLEMENTED,Hard-coded null in scorer; remove until actually computed.,0.0,1,4900,1,3,src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.scorer.js,src/scoring/longAbsoluteEntryScore/longAbsoluteEntryScore.scorer.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
marketContextFreshnessMs,UNIMPLEMENTED,Passthrough only; current market context path does not calculate it. Compute from snapshot timestamp or omit.,0.0,1,3300,1,1,src/marketRegime/normalizeLongMarketContext.js,src/marketRegime/normalizeLongMarketContext.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
cvdStateCurrent,UNIMPLEMENTED_DUPLICATE,Currently derived from entry cvdLabel and never updated live; omit until live CVD exists.,100.0,3,2600,6,1,src/app/LongLabApp.jsx | src/research/longEvidenceSemantics.js,src/research/longEvidenceSemantics.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
longWinningSetupCatalogVersion,VERSION_ALIAS,Overlaps winningSetupRegistryVersion; consolidate to one registry version.,100.0,1,5900,1,2,src/export/longTradeExportSchema.js,src/filters/evaluateLongWinningSetupMatches.js | src/migrations/migrateLongTradeRecord.js,src/export/longTradeExportSchema.js | src/filters/longFilterRegistry.js | src/migrations/migrateLongTradeRecord.js
entrySnapshotSchemaVersion,VERSION_ALIAS,Same as entryResearchSchemaVersion; one schema marker is enough per row.,100.0,1,5500,0,2,,src/research/buildLongEntryResearchSnapshot.js | src/research/longResearchSchemaVersions.js,src/export/longBatchExport.js | src/export/longTradeExportSchema.js
longWinningSetupsVersion,VERSION_ALIAS,Overlaps longWinningSetupCatalogVersion/winningSetupRegistryVersion and currently drifts V1 vs V2.,100.0,1,5300,1,3,src/export/longTradeExportSchema.js,src/filters/evaluateLongWinningSetupMatches.js | src/migrations/migrateLongTradeRecord.js | src/research/buildLongEntryResearchSnapshot.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
exportSchemaVersion,VERSION_ALIAS,Same as tradeSchemaVersion; keep tradeSchemaVersion canonical.,100.0,1,4600,0,2,,src/export/longBatchExport.js | src/migrations/migrateLongTradeRecord.js,src/export/longTradeExportSchema.js
longComboRegistryVersion,VERSION_ALIAS,Same semantic version as comboRegistrySchemaVersion in another format; consolidate.,100.0,1,4400,0,2,,src/combos/longComboRegistry.js | src/migrations/migrateLongTradeRecord.js,src/export/longTradeExportSchema.js | src/migrations/migrateLongTradeRecord.js
